DATE,Top100_Liquidity_Index
2011-09-22,-2.7507402640418688
2011-09-23,-1.6431694093781042
2011-09-26,-2.2977756558476767
2011-09-27,-2.336763211954848
2011-09-28,-2.0788998655647046
2011-09-29,-1.0878124251111427
2011-09-30,-2.0433001233805594
2011-10-03,-2.675696830204175
2011-10-04,-1.8406369154161462
2011-10-05,-1.9253981453208664
2011-10-07,-2.1618749064506955
2011-10-10,-1.9121631182656107
2011-10-11,-1.3742032303128218
2011-10-12,-1.9575734277026435
2011-10-13,-1.8800476287707644
2011-10-14,-1.922024221495715
2011-10-17,-2.1959216869674947
2011-10-18,-2.2806795921086014
2011-10-19,-2.1039688003648833
2011-10-20,-2.1405748131597027
2011-10-21,-2.0503104711700546
2011-10-24,-2.0214831105609283
2011-10-25,-1.2476736340639227
2011-10-26,-3.9478288339892456
2011-10-28,-1.875492961533336
2011-10-31,-1.7557000160784502
2011-11-01,-1.9927653477189082
2011-11-02,-1.7768370390986719
2011-11-03,-1.6275987212911336
2011-11-04,-1.511486765133566
2011-11-08,-2.013808828871303
2011-11-09,-2.0449544447135812
2011-11-11,-1.570679794472111
2011-11-14,-1.8606670772501859
2011-11-15,-2.2792405459350125
2011-11-16,-1.7802016363015132
2011-11-17,-2.0667565541303365
2011-11-18,-1.7802087243404694
2011-11-21,-2.638575647564766
2011-11-22,-1.883230581764445
2011-11-23,-2.1369784221942223
2011-11-24,-1.3135676968071268
2011-11-25,-2.2048579463865634
2011-11-28,-2.482133135141498
2011-11-29,-2.156019084624146
2011-11-30,-1.3607791836887173
2011-12-01,-1.9351080100646691
2011-12-02,-2.196339559789311
2011-12-05,-1.882088443932877
2011-12-07,-1.6325771982433979
2011-12-08,-2.148642283483239
2011-12-09,-1.9521234013234865
2011-12-12,-2.435704839964148
2011-12-13,-2.0015590818095954
2011-12-14,-1.9252606174646365
2011-12-15,-1.9910129729223545
2011-12-16,-2.110824529257405
2011-12-19,-2.2031472563978656
2011-12-20,-2.472195744688995
2011-12-21,-2.6024763801380817
2011-12-22,-2.1330202114781196
2011-12-23,-2.4798071359790437
2011-12-26,-2.6408035302573314
2011-12-27,-2.668398088623987
2011-12-28,-2.7015044746650685
2011-12-29,-1.7652924088916244
2011-12-30,-2.5576453082419963
2012-01-02,-2.789452428056412
2012-01-03,-3.111613035069147
2012-01-04,-2.0076844862050125
2012-01-05,-2.0714036016298127
2012-01-06,-1.910651532053617
2012-01-07,-4.823001020776868
2012-01-09,-2.382099974185159
2012-01-10,-2.2733820483147262
2012-01-11,-1.8694916784498323
2012-01-12,-1.7385370524819292
2012-01-13,-1.6726678384114833
2012-01-16,-2.1652469893101625
2012-01-17,-1.91810726725018
2012-01-18,-2.141279126342391
2012-01-19,-1.9165995898797994
2012-01-20,-1.6362054037179883
2012-01-23,-1.583079358681871
2012-01-24,-1.3890489155071581
2012-01-25,-0.9067844542936783
2012-01-27,-1.222901998615941
2012-01-30,-2.0856304445298104
2012-01-31,-1.6501069590929571
2012-02-01,-1.233512089926606
2012-02-02,-0.8654512243453545
2012-02-03,-1.1908254916495193
2012-02-06,-1.030055233638097
2012-02-07,-1.2507914283176433
2012-02-08,-1.0738013479735964
2012-02-09,-1.0861777519340983
2012-02-10,-0.9306576304824126
2012-02-13,-1.450204610376985
2012-02-14,-1.2466964438524581
2012-02-15,-0.8426885284721818
2012-02-16,-1.0957796428039444
2012-02-17,-0.5810957965521325
2012-02-21,-0.7178047668824908
2012-02-22,-1.4990474064990778
2012-02-23,-0.645365943625917
2012-02-24,-1.5494190561865397
2012-02-27,-1.834463792844129
2012-02-28,-2.0993497905157774
2012-02-29,-1.1214220945467426
2012-03-01,-1.686457726744893
2012-03-02,-1.196951859268885
2012-03-03,-4.3249212079292825
2012-03-05,-2.1721415486716884
2012-03-06,-1.4366459801870517
2012-03-07,-1.7099723965555027
2012-03-09,-2.046869780129967
2012-03-12,-1.5423246756065714
2012-03-13,-1.1834452226086747
2012-03-14,-0.9666030117524311
2012-03-15,-1.651607465725824
2012-03-16,-1.2443678799904652
2012-03-19,-1.8309066524592326
2012-03-20,-1.3853008761290677
2012-03-21,-1.286258991832222
2012-03-22,-1.719479105481166
2012-03-23,-1.5432174167575248
2012-03-26,-2.0579681930337927
2012-03-27,-1.1822528859588475
2012-03-28,-1.5953480497480714
2012-03-29,-0.7266406202035794
2012-03-30,-1.9316331153270958
2012-04-02,-1.9197316294299012
2012-04-03,-1.5056692761451917
2012-04-04,-1.789608365162765
2012-04-09,-2.7310991417099464
2012-04-10,-1.6949471746387301
2012-04-11,-1.624945025199205
2012-04-12,-1.6814985906571767
2012-04-13,-1.3633437081169528
2012-04-16,-2.1696008970120624
2012-04-17,-1.4584251067036211
2012-04-18,-1.2939641024917494
2012-04-19,-1.6095474622516877
2012-04-20,-1.441364504209501
2012-04-23,-2.1756356551326417
2012-04-24,-1.7125963561108521
2012-04-25,-1.4608714502358884
2012-04-26,-0.9963531055234145
2012-04-27,-1.7632473651159177
2012-04-28,-5.08455127848739
2012-04-30,-1.7369971520795409
2012-05-02,-1.8311685772075472
2012-05-03,-1.8562492896201648
2012-05-04,-1.4591708445242644
2012-05-07,-1.9453208942413474
2012-05-08,-1.7753310637980355
2012-05-09,-2.025107257429696
2012-05-10,-1.5354457175218628
2012-05-11,-2.0102810244489766
2012-05-14,-1.9599491544833245
2012-05-15,-1.839417613783932
2012-05-16,-1.9022886220613837
2012-05-17,-1.663759806438226
2012-05-18,-1.7214622463515223
2012-05-21,-2.0518158433246407
2012-05-22,-1.813240386013852
2012-05-23,-1.8548378573539932
2012-05-24,-1.9390775550565946
2012-05-25,-1.8940972192046073
2012-05-28,-2.3317516416784034
2012-05-29,-1.7600151475842092
2012-05-30,-2.280655448084798
2012-05-31,-0.9367125162900609
2012-06-01,-2.3869881792900234
2012-06-04,-1.9654084805777632
2012-06-05,-1.9885958649673317
2012-06-06,-1.9433223175082976
2012-06-07,-1.591449635433209
2012-06-08,-1.5479224461889194
2012-06-11,-1.6213678206335005
2012-06-12,-1.6697382551356388
2012-06-13,-1.5870906034894634
2012-06-14,-2.225459156495495
2012-06-15,-1.6284700824611884
2012-06-18,-2.082851364860857
2012-06-19,-1.762798818138337
2012-06-20,-1.6359789067981925
2012-06-21,-1.4135500419872462
2012-06-22,-1.622804888138499
2012-06-25,-1.6378896457324432
2012-06-26,-2.0876169001704814
2012-06-27,-1.6494487464146743
2012-06-28,-1.006103746943915
2012-06-29,-1.6573267518969945
2012-07-02,-1.6286664673633733
2012-07-03,-1.323068763244968
2012-07-04,-1.216516494948054
2012-07-05,-1.3090788603148915
2012-07-06,-1.785678713387916
2012-07-09,-2.1768451005606138
2012-07-10,-1.4483382992782596
2012-07-11,-1.603914678568711
2012-07-12,-1.8261549128944534
2012-07-13,-1.59305319836469
2012-07-16,-1.8815710820656584
2012-07-17,-1.7505613258836152
2012-07-18,-1.777873019796253
2012-07-19,-1.7736794882849582
2012-07-20,-1.802266628130588
2012-07-23,-2.225381490866164
2012-07-24,-1.5213390025593523
2012-07-25,-1.68852443819479
2012-07-26,-0.9828934031192692
2012-07-27,-1.707929602593958
2012-07-30,-2.1499844264963173
2012-07-31,-1.4558290205810804
2012-08-01,-1.6341081577208114
2012-08-02,-1.7207685965867556
2012-08-03,-1.7184347870227108
2012-08-06,-1.6660035755986202
2012-08-07,-1.215067865166773
2012-08-08,-1.3925824544462817
2012-08-09,-1.5983726105044922
2012-08-10,-1.4773728987102268
2012-08-13,-1.826198016522185
2012-08-14,-1.3686977525146526
2012-08-16,-1.755318507027222
2012-08-17,-1.463722260685224
2012-08-21,-1.699185105080831
2012-08-22,-1.7627035414918182
2012-08-23,-1.3976772671266589
2012-08-24,-1.920982832678786
2012-08-27,-2.1406850230433667
2012-08-28,-1.649063351130999
2012-08-29,-1.756267121602935
2012-08-30,-0.8084539263367816
2012-08-31,-1.558446066935439
2012-09-03,-1.8612483099196107
2012-09-04,-1.700301798160847
2012-09-05,-1.7440059238474033
2012-09-06,-1.6218590203105132
2012-09-07,-1.7856833799689202
2012-09-08,-4.523030476253696
2012-09-10,-1.8860144310549325
2012-09-11,-1.7019490043962429
2012-09-12,-1.464057484646964
2012-09-13,-1.6301634337814788
2012-09-14,-1.0636789860064753
2012-09-17,-1.120009239554752
2012-09-18,-0.9797889256464279
2012-09-20,-1.2326263046547992
2012-09-21,-0.7515237800051061
2012-09-24,-0.8362929442211177
2012-09-25,-0.7105137253285808
2012-09-26,-0.8514925459981221
2012-09-27,-0.2867338187495891
2012-09-28,-0.8218108313375021
2012-10-01,-1.0020363828206875
2012-10-03,-0.9186298590286017
2012-10-04,-0.5266880849306006
2012-10-05,-0.7266232933275169
2012-10-08,-1.3016964854939423
2012-10-09,-1.270774091150197
2012-10-10,-1.4650838103886763
2012-10-11,-1.0331777912966391
2012-10-12,-1.1042124136952438
2012-10-15,-1.7254708333052724
2012-10-16,-1.5801740611867534
2012-10-17,-1.3168051847286955
2012-10-18,-1.0910765078774007
2012-10-19,-1.2819667106643902
2012-10-22,-1.3722189842786217
2012-10-23,-1.4844371060428923
2012-10-25,-0.5990316196925733
2012-10-26,-1.7148492966652724
2012-10-29,-1.8380469643666217
2012-10-30,-1.4732112274332014
2012-10-31,-1.307298115918437
2012-11-01,-1.247100265856337
2012-11-02,-1.0060284375125468
2012-11-05,-1.5402868944671164
2012-11-06,-1.3525841480686838
2012-11-07,-1.2632688847019682
2012-11-08,-1.4187662934775258
2012-11-09,-1.6601948609479016
2012-11-12,-1.8393392395133012
2012-11-13,-3.804714549476607
2012-11-15,-1.746364973847839
2012-11-16,-1.491546382534261
2012-11-19,-1.6433032813205706
2012-11-20,-1.6085440306392953
2012-11-21,-1.5693019910515005
2012-11-22,-1.572992384083645
2012-11-23,-1.7177812331171436
2012-11-26,-1.791693611349821
2012-11-27,-1.1788739991030586
2012-11-29,-0.4595571083948714
2012-11-30,-0.8238063904576721
2012-12-03,-1.177319582300726
2012-12-04,-1.060891214686933
2012-12-05,-0.9379585346948217
2012-12-06,-0.9411854247763615
2012-12-07,-0.9637924892263943
2012-12-10,-1.0963024048631014
2012-12-11,-0.9730144209490664
2012-12-12,-1.1296356075128564
2012-12-13,-1.022691856727022
2012-12-14,-1.0523763337974261
2012-12-17,-1.2455114005140115
2012-12-18,-0.8408558548626902
2012-12-19,-0.9242880505427845
2012-12-20,-1.1294903417717472
2012-12-21,-1.2248369398053636
2012-12-24,-1.387004346396705
2012-12-26,-1.2574978939452317
2012-12-27,-0.11153597419190645
2012-12-28,-1.1771345744967074
2012-12-31,-1.0713009627740744
2013-01-01,-1.1978694783511892
2013-01-02,-0.9105184046815111
2013-01-03,-0.716350213838173
2013-01-04,-0.7884655253506524
2013-01-07,-0.8708265079132747
2013-01-08,-0.878301364916787
2013-01-09,-0.7727962128461748
2013-01-10,-0.8402775680454069
2013-01-11,-1.2922025107389556
2013-01-14,-1.3888079974588627
2013-01-15,-0.7004913324255455
2013-01-16,-1.1268131141860027
2013-01-17,-0.8211856027669162
2013-01-18,-0.7953281957885929
2013-01-21,-0.8753702619855169
2013-01-22,-0.995829101186749
2013-01-23,-1.099876521636922
2013-01-24,-1.2793181849034272
2013-01-25,-1.3259110124680866
2013-01-28,-1.0845100985553133
2013-01-29,-0.8643715476379603
2013-01-30,-0.9809877961201982
2013-01-31,-0.38459060999822614
2013-02-01,-1.0017888379643454
2013-02-04,-1.2668218603182229
2013-02-05,-1.1361382884522027
2013-02-06,-0.9183874624126325
2013-02-07,-1.2545978386243324
2013-02-08,-1.3826387082064755
2013-02-11,-1.2964705329275814
2013-02-12,-1.406196288691634
2013-02-13,-1.2618642754864582
2013-02-14,-1.3771278176619677
2013-02-15,-1.473841963210982
2013-02-18,-1.7074907232493128
2013-02-19,-1.9477657979685334
2013-02-20,-1.243635423748534
2013-02-21,-1.4161157612385116
2013-02-22,-1.4267080053621835
2013-02-25,-1.6671231827470692
2013-02-26,-1.741346984362664
2013-02-27,-1.204935246357953
2013-02-28,-0.7267640361739175
2013-03-01,-1.6145084748803673
2013-03-04,-1.6071377978382497
2013-03-05,-1.7229087634535856
2013-03-06,-1.160830435572029
2013-03-07,-1.5182323825818174
2013-03-08,-1.3137677936707854
2013-03-11,-1.5484412400857401
2013-03-12,-1.385879306237218
2013-03-13,-1.7735492510711295
2013-03-14,-1.387098255378474
2013-03-15,-1.025977701587724
2013-03-18,-1.7127236523368434
2013-03-19,-1.3093157719503805
2013-03-20,-1.752182965419446
2013-03-21,-1.6200762737272432
2013-03-22,-1.6895565659714353
2013-03-25,-1.6412806962668776
2013-03-26,-1.669405668140428
2013-03-28,-1.1205116381719562
2013-04-01,-2.1142552043584963
2013-04-02,-1.845997825331264
2013-04-03,-1.9200384369707006
2013-04-04,-2.0553669873515634
2013-04-05,-1.6887157746680699
2013-04-08,-1.9830271250526534
2013-04-09,-1.5260988180268433
2013-04-10,-1.6494935944539972
2013-04-11,-1.561466498657467
2013-04-12,-1.9484958824340224
2013-04-15,-1.934349749621596
2013-04-16,-1.7972374841999723
2013-04-17,-1.1563570521810518
2013-04-18,-1.5424499171748502
2013-04-22,-1.4295412927721018
2013-04-23,-1.6996352605130414
2013-04-25,-0.6277104702325482
2013-04-26,-1.7485259841495837
2013-04-29,-1.6821818678214353
2013-04-30,-1.1303238139830332
2013-05-02,-1.3438076682461209
2013-05-03,-1.4536597244663285
2013-05-06,-1.605242552931198
2013-05-07,-1.214001972025442
2013-05-08,-1.3432947915179514
2013-05-09,-1.1137355418465884
2013-05-10,-1.3721116647467384
2013-05-11,-3.7946701477367313
2013-05-13,-2.2235954184016387
2013-05-14,-1.4384542834722605
2013-05-15,-1.2364648135917047
2013-05-16,-0.9748521860104454
2013-05-17,-1.004384441856193
2013-05-20,-1.333709311462202
2013-05-21,-1.2683388892797776
2013-05-22,-1.5425657108041908
2013-05-23,-1.635931102258601
2013-05-24,-1.5848189811550142
2013-05-27,-1.9391735588444514
2013-05-28,-1.2011487105824534
2013-05-29,-1.4398985563677793
2013-05-30,-0.40564517897356084
2013-05-31,-1.6088101707653069
2013-06-03,-1.5580774664110222
2013-06-04,-1.3972811254029662
2013-06-05,-1.5441631261228874
2013-06-06,-1.5093440654534214
2013-06-07,-1.8530199260481919
2013-06-10,-1.9320726301944118
2013-06-11,-1.483649215769075
2013-06-12,-1.4377370297263574
2013-06-13,-1.825339800863882
2013-06-14,-1.9634518889887298
2013-06-17,-1.489304656944136
2013-06-18,-1.4806858961964828
2013-06-19,-1.367020616927512
2013-06-20,-1.8277556447082175
2013-06-21,-1.5167736566589531
2013-06-24,-1.96384080962966
2013-06-25,-1.737309397706163
2013-06-26,-1.7674190005929467
2013-06-27,-0.9808922972763826
2013-06-28,-1.887489790953968
2013-07-01,-2.092821401327767
2013-07-02,-1.6768103717400726
2013-07-03,-2.611276575004032
2013-07-04,-1.634725884968144
2013-07-05,-1.5836421764026034
2013-07-08,-1.9602689803236348
2013-07-09,-1.7422866271209472
2013-07-10,-1.6780183468288843
2013-07-11,-1.8963771799681524
2013-07-12,-1.611711249445284
2013-07-15,-1.8574907599228394
2013-07-16,-2.0482320623863424
2013-07-17,-1.2545825479678314
2013-07-18,-1.5094033739470487
2013-07-19,-1.6123222736877794
2013-07-22,-1.6357082952172772
2013-07-23,-1.2581546581136178
2013-07-24,-1.860186202604639
2013-07-25,-0.8874324544784084
2013-07-26,-1.590168586652131
2013-07-29,-1.9589389182135306
2013-07-30,-2.0600900842829577
2013-07-31,-1.5690708818304415
2013-08-01,-1.5679229071479461
2013-08-02,-1.674931737910916
2013-08-05,-2.017835055634128
2013-08-06,-2.002209467729671
2013-08-07,-1.9116798681035887
2013-08-08,-1.7698179959362865
2013-08-12,-1.7919509512411598
2013-08-13,-1.5182291010721032
2013-08-14,-1.5651434518908587
2013-08-16,-2.2467664598033354
2013-08-19,-1.9767087410403037
2013-08-20,-1.6930638737792625
2013-08-21,-1.5230917413189495
2013-08-22,-1.7553177283074206
2013-08-23,-1.4348970395269594
2013-08-26,-1.543844804624628
2013-08-27,-2.3444745533461977
2013-08-28,-1.3244706154758517
2013-08-29,-1.00350233550712
2013-08-30,-1.2771998374888252
2013-09-02,-2.025643996382606
2013-09-03,-2.3175287088863645
2013-09-04,-1.7223443574192312
2013-09-05,-1.6703639855437002
2013-09-06,-1.3056325817734726
2013-09-10,-1.5314633741509327
2013-09-11,-1.1791070472457312
2013-09-12,-1.4412979440863392
2013-09-13,-1.5430376728948259
2013-09-16,-1.2274642417662203
2013-09-17,-1.6271885237565216
2013-09-18,-1.587856482033548
2013-09-19,-1.3119755715514174
2013-09-20,-0.9065494862455831
2013-09-23,-1.7592289186142553
2013-09-24,-1.344644352582727
2013-09-25,-1.1071083926084087
2013-09-26,-0.7694556759815709
2013-09-27,-1.3712332906125957
2013-09-30,-1.8260504864870397
2013-10-01,-1.7933674711914378
2013-10-03,-1.5088082756066548
2013-10-04,-0.9521204372984821
2013-10-07,-1.3524602314166998
2013-10-08,-1.1945754840077514
2013-10-09,-1.2304777288393451
2013-10-10,-1.121595573638538
2013-10-11,-1.2436621061939581
2013-10-14,-1.353060481989774
2013-10-15,-1.4215322641481662
2013-10-17,-1.3332033158955554
2013-10-18,-1.3594221954933625
2013-10-21,-1.053986856002136
2013-10-22,-1.136204680113145
2013-10-23,-1.0722346857864518
2013-10-24,-0.862134871691228
2013-10-25,-1.5515551731395938
2013-10-28,-1.7114047967458343
2013-10-29,-1.2554444704507275
2013-10-30,-1.136220087168623
2013-10-31,-0.4738398385376736
2013-11-01,-1.1226744936092674
2013-11-03,-3.3014071835199736
2013-11-05,-1.2401539453715025
2013-11-06,-1.0694080224271982
2013-11-07,-1.2377825787094219
2013-11-08,-1.291678634070642
2013-11-11,-1.6086311364594867
2013-11-12,-1.2453546728694498
2013-11-13,-1.3640525020724248
2013-11-14,-1.4931266561771244
2013-11-18,-1.3556972477043725
2013-11-19,-1.1757489767897222
2013-11-20,-1.2713143488684837
2013-11-21,-1.6820782085237649
2013-11-22,-1.2986434161020408
2013-11-25,-1.5641330537548634
2013-11-26,-1.0716964674183513
2013-11-27,-1.4475424154453504
2013-11-28,-0.48083906971941404
2013-11-29,-1.1932528708107664
2013-12-02,-1.2033342703051404
2013-12-03,-1.0809756345063102
2013-12-04,-1.1342826458429955
2013-12-05,-0.9355488323303229
2013-12-06,-0.9420423513737785
2013-12-09,-0.8854786639386081
2013-12-10,-1.0726042253840946
2013-12-11,-1.3672434256332233
2013-12-12,-1.4776153842432977
2013-12-13,-1.7197154894980413
2013-12-16,-1.5091942272987955
2013-12-17,-1.0929496847527485
2013-12-18,-0.9907085224030362
2013-12-19,-1.0579746710538545
2013-12-20,-1.1201002360837975
2013-12-23,-1.0476139072508024
2013-12-24,-1.2360449525463033
2013-12-26,-0.36235920582174114
2013-12-27,-1.1774708329406878
2013-12-30,-1.357347579011826
2013-12-31,-1.2320701581943296
2014-01-01,-1.3857131986295297
2014-01-02,-1.2839763714915853
2014-01-03,-1.2314501518175593
2014-01-06,-1.0749959987277034
2014-01-07,-1.2136752587978445
2014-01-08,-1.0209712023859105
2014-01-09,-1.2266997182175512
2014-01-10,-1.1385533478209933
2014-01-13,-1.3374598404913005
2014-01-14,-1.5661256007583837
2014-01-15,-1.4277271192753809
2014-01-16,-1.2008244174566762
2014-01-17,-1.1325158200662462
2014-01-20,-1.3290458230650735
2014-01-21,-1.0472933782432123
2014-01-22,-1.008509050210788
2014-01-23,-1.110278790994602
2014-01-24,-1.49088526915298
2014-01-27,-1.645018508031266
2014-01-28,-0.8735393616894752
2014-01-29,-1.1791674565005172
2014-01-30,-0.43115475239448786
2014-01-31,-1.4791944971187097
2014-02-03,-1.4283726766962042
2014-02-04,-1.0257274248146926
2014-02-05,-0.9887978417510939
2014-02-06,-0.8341947533277804
2014-02-07,-1.1597565415577975
2014-02-10,-1.3162779763124017
2014-02-11,-1.413522401363217
2014-02-12,-1.1065174143048415
2014-02-13,-2.161617012520659
2014-02-14,-1.537483595791598
2014-02-17,-1.6417725809560697
2014-02-18,-1.2945050297090144
2014-02-19,-1.5450596446175051
2014-02-20,-1.4460984088901832
2014-02-21,-1.6453108988800917
2014-02-24,-1.4994073297833335
2014-02-25,-1.3970064081588272
2014-02-26,-0.5097760387107798
2014-02-28,-0.9390479866825191
2014-03-03,-1.3851541251677513
2014-03-04,-1.0661208557549515
2014-03-05,-1.0907901907942055
2014-03-06,-0.8352728069422931
2014-03-07,-0.514835090521789
2014-03-10,-0.5601783769211629
2014-03-11,-0.687145229891362
2014-03-12,-0.8866918272507722
2014-03-13,-0.8934850554200795
2014-03-14,-0.7197286053746915
2014-03-18,-0.9389010529342892
2014-03-19,-0.7881473195761115
2014-03-20,-1.1659790433610384
2014-03-21,-0.6110330036814354
2014-03-22,-3.506511622879161
2014-03-24,-0.9875102594421196
2014-03-25,-0.6942364919730609
2014-03-26,-0.8019549968312412
2014-03-27,0.1921106640380018
2014-03-28,-0.9739627113867613
2014-03-31,-0.7335315771357349
2014-04-01,-1.0530009678544032
2014-04-02,-0.7019469770515087
2014-04-03,-0.724923726949818
2014-04-04,-0.6098528183088118
2014-04-07,-0.6686944760413924
2014-04-09,-0.6441609891915661
2014-04-10,-0.3270439281221908
2014-04-11,-0.5713960483968522
2014-04-15,-1.0768183681917924
2014-04-16,-1.0297075605974566
2014-04-17,-0.7570547489383394
2014-04-21,-0.6878314325750069
2014-04-22,-0.7558167235745143
2014-04-23,0.04165905220471567
2014-04-25,-0.5818294344156314
2014-04-28,-0.559481465500937
2014-04-29,-0.8737626226402623
2014-04-30,-0.5509755506549106
2014-05-02,-0.9745726136786028
2014-05-05,-0.9687604650124858
2014-05-06,-1.0287319870766067
2014-05-07,-0.665559635580514
2014-05-08,-0.8222754432361353
2014-05-09,-0.7542271540808595
2014-05-12,-0.38234463040592226
2014-05-13,-0.22160585237827166
2014-05-14,-0.42549877096593225
2014-05-15,-0.36233214490233423
2014-05-16,0.3739921036277306
2014-05-19,-0.07575230920664228
2014-05-20,-0.11313893490950108
2014-05-21,-0.228523589309897
2014-05-22,-0.15903817111301963
2014-05-23,0.004801920730030135
2014-05-26,0.21668207307564827
2014-05-27,-0.3538120766500052
2014-05-28,-0.3673611146403472
2014-05-29,0.054522682160734234
2014-05-30,0.03574395193107724
2014-06-02,-0.6182153045433562
2014-06-03,-0.1732787448294248
2014-06-04,-0.03383213811405851
2014-06-05,0.06826504830531925
2014-06-06,0.20621861630103974
2014-06-09,0.15084467587778486
2014-06-10,-0.004745289426148973
2014-06-11,-0.05194164006611886
2014-06-12,-0.2006341398947027
2014-06-13,-0.5280130556235643
2014-06-16,-0.35664967437513173
2014-06-17,-0.3875198629442059
2014-06-18,-0.12153882693970626
2014-06-19,-0.501449823903008
2014-06-20,-0.5265804078050765
2014-06-23,-0.5245564522626953
2014-06-24,-0.2980293539436372
2014-06-25,-0.3144808248154359
2014-06-26,0.3770576632772564
2014-06-27,-0.2831239488001299
2014-06-30,-0.30006481001894697
2014-07-01,-0.04340298291716835
2014-07-02,-0.05518204635431414
2014-07-03,-0.026750766044936702
2014-07-04,-0.13435408101466323
2014-07-07,-0.06814417649476136
2014-07-08,-0.600166096142315
2014-07-09,-0.24387631103814614
2014-07-10,0.12498201617656493
2014-07-11,-0.4893945844727347
2014-07-14,-0.8157922207803291
2014-07-15,-0.7057836804733909
2014-07-16,-0.36732757267232
2014-07-17,-0.3690756637623756
2014-07-18,-0.35465324162114215
2014-07-21,-0.5016184217485758
2014-07-22,-0.2601923520718325
2014-07-23,-0.23588599171707986
2014-07-24,-0.3235284389140554
2014-07-25,-0.4303554223382504
2014-07-28,-0.557453821889551
2014-07-30,-0.1433896067876089
2014-07-31,0.41349750711644917
2014-08-01,-0.11250655662654056
2014-08-04,-0.24994064843442515
2014-08-05,-0.12539721513064023
2014-08-06,-0.13094539304934524
2014-08-07,-0.29207902732287705
2014-08-08,-0.7828538952477376
2014-08-11,-0.44969436511223027
2014-08-12,-0.4482098548531434
2014-08-13,-0.364027286879177
2014-08-14,-0.4503925539075949
2014-08-18,-0.5014755874396544
2014-08-19,-0.09516017196338995
2014-08-20,-0.18501144563369204
2014-08-21,-0.11188323386762025
2014-08-22,-0.2779557168149915
2014-08-25,-0.40295389970486983
2014-08-26,-0.35277063087628685
2014-08-27,-0.3864667341795779
2014-08-28,0.4020367291041214
2014-09-01,-0.5026304891305445
2014-09-02,0.12339914752326296
2014-09-03,0.28916433742863124
2014-09-04,-0.10972420360240466
2014-09-05,-0.06884446926288036
2014-09-08,-0.017686452004837667
2014-09-09,-0.01146696284597516
2014-09-10,-0.002931435387407533
2014-09-11,-0.04567528157944956
2014-09-12,0.05762960587383427
2014-09-15,-0.370879851874007
2014-09-16,-0.43563094932498025
2014-09-17,-0.17897034249879668
2014-09-18,-0.36501717548602297
2014-09-19,0.19762855436346924
2014-09-22,-0.3097545701302719
2014-09-23,-0.39898385082006005
2014-09-24,-0.1697230923833412
2014-09-25,0.31291952687058316
2014-09-26,-0.5071055157136525
2014-09-29,-0.534452479893983
2014-09-30,-0.013561557138499455
2014-10-01,-0.5336485715217715
