DATE,NIFTY50_Liquidity_Index
2010-05-24,-1.4025205774041383
2010-05-25,-4.098926160895456
2010-05-26,-3.7025466675568928
2010-05-27,-3.0976243847944023
2010-05-28,-2.1661903324541143
2010-05-31,-1.1092060196733475
2010-06-01,-3.748881362257123
2010-06-02,-1.8297489873536734
2010-06-03,-3.035835385311207
2010-06-04,-1.1871636971128852
2010-06-07,-3.4456117422931456
2010-06-08,-2.0979430550836686
2010-06-09,-1.0854179852558705
2010-06-10,-2.631121167840972
2010-06-11,-1.5610237811970724
2010-06-14,-2.5177477908021553
2010-06-15,-1.1979709278778026
2010-06-16,-0.7485895726281787
2010-06-17,-1.6948872271339441
2010-06-18,-0.9049278356637995
2010-06-21,-2.869425393170892
2010-06-22,-1.2841066543151858
2010-06-23,-0.6860329132370538
2010-06-24,-0.7568189791615341
2010-06-25,-1.733258599325167
2010-06-28,-2.0734492117021692
2010-06-29,-2.5773880070711632
2010-06-30,-2.2574034149163107
2010-07-01,-2.101519668921844
2010-07-02,-0.905807332083649
2010-07-05,-0.42925692749106387
2010-07-06,-1.8260649413702985
2010-07-07,-1.6943186580439333
2010-07-08,-1.9850780817913616
2010-07-09,-1.8195843281125081
2010-07-12,-1.2119545954029773
2010-07-13,-0.9265039610534518
2010-07-14,-1.1363659725376247
2010-07-15,-0.6426654782368184
2010-07-16,-0.7035128052589563
2010-07-19,-0.7166060932306627
2010-07-20,-1.0638130425444716
2010-07-21,-1.1395145115854888
2010-07-22,-1.6367012392925084
2010-07-23,-0.6620827268196346
2010-07-26,-1.2477177868605724
2010-07-27,-0.7729038801436843
2010-07-28,-1.3396743308160872
2010-07-29,-0.6855321302459814
2010-07-30,-1.5304611317776238
2010-08-02,-2.1822532410429876
2010-08-03,-0.6006041050433912
2010-08-04,-1.1718102031761903
2010-08-05,-0.945693286812472
2010-08-06,-0.6621256307362571
2010-08-09,-1.5859297102332783
2010-08-10,-1.0534019483477677
2010-08-11,-1.4802710175024474
2010-08-12,-0.7370119527237973
2010-08-13,-1.383262374827936
2010-08-16,-1.4016126878420305
2010-08-17,-0.5434896759439254
2010-08-18,-2.0542766900529625
2010-08-19,-1.9092187767607334
2010-08-20,-0.6302235528460527
2010-08-23,-0.6714890084127494
2010-08-24,-1.3987585699568474
2010-08-25,-1.4491331415455861
2010-08-26,-0.7432857898744913
2010-08-27,-2.3866495805166226
2010-08-30,-0.9522050981687655
2010-08-31,-0.9682621250346847
2010-09-01,-2.178728496092943
2010-09-02,-0.7977749983694216
2010-09-03,-0.606741314029713
2010-09-06,-2.972985709013152
2010-09-07,-1.123298834035186
2010-09-08,-0.7037429749805163
2010-09-09,-1.1070935222643774
2010-09-13,-3.4802307530116074
2010-09-14,-1.4350851064097387
2010-09-15,-1.9776732343075596
2010-09-16,-1.4236850385920063
2010-09-17,-1.7460859684257652
2010-09-20,-2.6983695249201003
2010-09-21,-1.2127025736100172
2010-09-22,-1.171242448929098
2010-09-23,-1.2951296170682172
2010-09-24,-1.8168258184534674
2010-09-27,-0.8917612933288878
2010-09-28,-0.7153218893306342
2010-09-29,-1.5384101026151331
2010-09-30,-1.4968725312555202
2010-10-01,-3.090544487425982
2010-10-04,-1.0119385488960566
2010-10-05,-0.9213466346101954
2010-10-06,-1.426733707250521
2010-10-07,-1.9991921852953443
2010-10-08,-1.063087989175568
2010-10-11,-1.3397239408664483
2010-10-12,-1.6008822734845032
2010-10-13,-3.699474344576499
2010-10-14,-2.0656170720914555
2010-10-15,-3.2727140102837082
2010-10-18,-1.3572097355125918
2010-10-19,-1.9129234790925145
2010-10-20,-1.512899425384718
2010-10-21,-3.2714457171853555
2010-10-22,-1.3893638986836367
2010-10-25,-1.2977334034262578
2010-10-26,-0.9311753593225697
2010-10-27,-2.058106623039269
2010-10-28,-1.3820127598323415
2010-10-29,-1.4194265179662027
2010-11-01,-2.315570144187704
2010-11-02,-0.5179810100491858
2010-11-03,-1.1679795987669737
2010-11-04,-2.942021329779335
2010-11-08,-0.8218259552796416
2010-11-09,-1.137882620527742
2010-11-10,-0.892536205163198
2010-11-11,-2.412679533109013
2010-11-12,-3.368273013461878
2010-11-15,-1.7163493710511288
2010-11-16,-3.8082414376654183
2010-11-18,-1.6028884084003707
2010-11-19,-3.2520390024975967
2010-11-22,-3.233449685701065
2010-11-23,-2.6415675933757004
2010-11-24,-2.5041387354752698
2010-11-25,-2.352849614068017
2010-11-26,-2.1993428500583034
2010-11-29,-2.3186680347781374
2010-11-30,-1.7117472686762585
2010-12-01,-2.766907206003916
2010-12-02,-1.4544407409508282
2010-12-03,-0.9683469763864686
2010-12-06,-0.8317064065155497
2010-12-07,-0.9130099330434395
2010-12-08,-2.1036089785859864
2010-12-09,-4.032757791931957
2010-12-10,-2.979811122599508
2010-12-13,-1.98078465390537
2010-12-14,-1.327073368729384
2010-12-15,-1.6980857761881658
2010-12-16,-1.9656494863065017
2010-12-20,-0.8355717516022573
2010-12-21,-1.5021525562003695
2010-12-22,-0.9557849409216366
2010-12-23,-0.5657198240701266
2010-12-24,-1.3145233459930963
2010-12-27,-0.8225657830044448
2010-12-28,-0.42657630571606425
2010-12-29,-1.8103410304275351
2010-12-30,-1.2351961160796103
2010-12-31,-1.070430606306417
2011-01-03,-0.8096731867758249
2011-01-04,-0.781683104284515
2011-01-05,-1.9216483493241907
2011-01-06,-1.4203802521013604
2011-01-07,-3.8758180140282965
2011-01-10,-3.8872373852558892
2011-01-11,-1.443846295781035
2011-01-12,-3.454507682823348
2011-01-13,-3.172216981137674
2011-01-14,-3.5077739849621126
2011-01-17,-0.7417289635139135
2011-01-18,-1.9609266648064845
2011-01-19,-1.4622768800671129
2011-01-20,-1.300588559497654
2011-01-21,-0.7973961583169517
2011-01-24,-1.5139412628757623
2011-01-25,-2.168256165136542
2011-01-27,-2.784336888172202
2011-01-28,-3.185376594286931
2011-01-31,-1.179771330865989
2011-02-01,-3.0349473005953205
2011-02-02,-1.082075322386477
2011-02-03,-2.977615555577324
2011-02-04,-4.171198979184622
2011-02-07,-0.6997658710637142
2011-02-08,-2.9198740763336097
2011-02-09,-2.3271992639100305
2011-02-10,-1.385935140716299
2011-02-11,-3.0991495662616773
2011-02-14,-3.614511701718163
2011-02-15,-1.4572018292685167
2011-02-16,-0.5487041837482931
2011-02-17,-2.1676562520019664
2011-02-18,-3.159158149803359
2011-02-21,-2.268524676081949
2011-02-22,-1.811324288391846
2011-02-23,-1.3542295183991542
2011-02-24,-4.136607864310893
2011-02-25,-1.9010105962339778
2011-02-28,-2.1702752258644353
2011-03-01,-3.89516655682011
2011-03-03,-1.2613889279884176
2011-03-04,-0.8953400070624707
2011-03-07,-2.3231215717466656
2011-03-08,-1.8501320743007745
2011-03-09,-1.05980356421043
2011-03-10,-1.2784953235153298
2011-03-11,-1.8768939652912404
2011-03-14,-2.7133413776475455
2011-03-15,-2.7902428428197363
2011-03-16,-1.878213716361012
2011-03-17,-2.0536868297635835
2011-03-18,-2.57755229555709
2011-03-21,-0.8913071957146869
2011-03-22,-1.5925696146017465
2011-03-23,-2.16869077791134
2011-03-24,-1.270487387023395
2011-03-25,-3.451863580050212
2011-03-28,-1.3151774771382867
2011-03-29,-1.7985715460957938
2011-03-30,-1.5186905955905692
2011-03-31,-1.7418848113944332
2011-04-01,-0.6975054639092885
2011-04-04,-2.3469844736132597
2011-04-05,-0.7488691109862627
2011-04-06,-1.078052719489892
2011-04-07,-0.5872740937209945
2011-04-08,-1.7716476350280073
2011-04-11,-1.618103931357092
2011-04-13,-3.9379101509343943
2011-04-15,-2.5435330955846682
2011-04-18,-3.292046306682149
2011-04-19,-0.9333185681534358
2011-04-20,-3.0033047890484594
2011-04-21,-1.1492944181179607
2011-04-25,-0.7376747775764024
2011-04-26,-1.0517609589616999
2011-04-27,-1.36038842314918
2011-04-28,-1.6798149400589582
2011-04-29,-1.6005223151810506
2011-05-02,-1.759479504680128
2011-05-03,-3.857323821039321
2011-05-04,-1.3228187600901433
2011-05-05,-2.626801501698447
2011-05-06,-2.7313689263474576
2011-05-09,-0.8473087209304405
2011-05-10,-0.9918544947519067
2011-05-11,-1.036513628675938
2011-05-12,-2.4866397788212216
2011-05-13,-2.3929523938678416
2011-05-16,-1.5080077715736735
2011-05-17,-2.188625484819404
2011-05-18,-1.023017011111606
2011-05-19,-0.6633766743818067
2011-05-20,-2.019479020354082
2011-05-23,-2.838227444786121
2011-05-24,-0.7955577059063675
2011-05-25,-1.5967600683177703
2011-05-26,-2.0004362994934
2011-05-27,-2.0290242160108365
2011-05-30,-0.6451394064931011
2011-06-01,-2.830282867275501
2011-06-02,-1.3570132920881819
2011-06-03,-1.61105634512188
2011-06-06,-0.978265459064881
2011-06-07,-1.142690145059568
2011-06-08,-1.082183142110638
2011-06-09,-0.5949691354220769
2011-06-10,-1.3825035877713243
2011-06-13,-0.7164456885144977
2011-06-14,-0.8156162366631219
2011-06-15,-1.7105277523083875
2011-06-16,-1.6545021967539693
2011-06-17,-1.3205721785932427
2011-06-20,-3.8807887012848696
2011-06-21,-1.0956693956453645
2011-06-22,-0.6283777459387014
2011-06-23,-1.6811746342660634
2011-06-24,-3.7051292187948786
2011-06-27,-2.205701595577918
2011-06-28,-1.034742914099209
2011-06-29,-1.5855847558349536
2011-06-30,-1.4869452001057453
2011-07-01,-1.3167186857831819
2011-07-04,-0.9896172230967686
2011-07-05,-0.9027619356090238
2011-07-06,-0.6551301541415234
2011-07-07,-2.9712434266012324
2011-07-08,-2.170724665052321
2011-07-11,-1.4285613870063438
2011-07-12,-2.571511118482303
2011-07-13,-1.7774822747649903
2011-07-15,-0.8059122916743634
2011-07-18,-0.8115478229271874
2011-07-19,-1.6354202024817421
2011-07-20,-1.7906725453945842
2011-07-21,-1.0388667157318068
2011-07-22,-2.5719799767585676
2011-07-25,-1.7135673229229145
2011-07-26,-3.314096144277516
2011-07-27,-1.2764538665107064
2011-07-28,-1.6219728689803212
2011-07-29,-0.8233737885624406
2011-08-01,-1.3876398424278944
2011-08-02,-1.8683859149413322
2011-08-03,-1.5582109505081623
2011-08-04,-2.5546085657273716
2011-08-05,-3.5716037108055585
2011-08-08,-3.381336558679651
2011-08-09,-2.779109715966618
2011-08-10,-2.701118106861436
2011-08-11,-1.204329466344323
2011-08-12,-2.775850703130871
2011-08-16,-1.9873379745073811
2011-08-17,-1.451279403106145
2011-08-18,-3.891454220585139
2011-08-19,-3.2070073195604163
2011-08-22,-2.282265181222426
2011-08-23,-2.1878623266205395
2011-08-24,-2.2785857211011686
2011-08-25,-2.090876723411454
2011-08-26,-3.632837805198765
2011-08-29,-3.793091535349156
2011-08-30,-2.7365407922409735
2011-09-02,-2.0676856271805666
2011-09-05,-1.2463372755259807
2011-09-06,-2.324215766218958
2011-09-07,-2.136017453924159
2011-09-08,-1.386107342464075
2011-09-09,-3.1689296755619987
2011-09-12,-3.2373044635699526
2011-09-13,-1.364323387634102
2011-09-14,-2.7017562699936626
2011-09-15,-2.6100787022612826
2011-09-16,-1.012583130723747
2011-09-19,-1.7226541972483367
2011-09-20,-3.495984858467448
2011-09-21,-0.8270862524228351
2011-09-22,-3.988159515084865
2011-09-23,-2.3030908453647125
2011-09-26,-1.9944148495779837
2011-09-27,-3.32716436362615
2011-09-28,-1.5136699382032577
2011-09-29,-2.8272594497099868
2011-09-30,-2.644370097061899
2011-10-03,-2.724440246353402
2011-10-04,-3.1978940133705827
2011-10-05,-1.4518790164074231
2011-10-07,-3.1895215197388085
2011-10-10,-3.1562590166019655
2011-10-11,-1.0095159199254753
2011-10-12,-3.6002363319672406
2011-10-13,-1.2394037154586748
2011-10-14,-2.067415699278452
2011-10-17,-1.1257461295600872
2011-10-18,-2.291392476700001
2011-10-19,-2.9970183021631223
2011-10-20,-1.741974244659535
2011-10-21,-1.788652096209786
2011-10-24,-1.7442189934285743
2011-10-25,-3.2152413511344977
2011-10-28,-3.250163197210168
2011-10-31,-1.251199815056141
2011-11-01,-2.178092728269271
2011-11-02,-0.9836074255828234
2011-11-03,-0.9941585584204918
2011-11-04,-1.1369604044704558
2011-11-08,-0.7180332311514851
2011-11-09,-2.4673681326812646
2011-11-11,-1.7362644569107442
2011-11-14,-1.360590990193216
2011-11-15,-2.7742859072434776
2011-11-16,-1.6488867711383792
2011-11-17,-3.278990990934691
2011-11-18,-1.5082445273096037
2011-11-21,-3.6301669655047824
2011-11-22,-1.607727781415237
2011-11-23,-3.8604267860139756
2011-11-25,-0.9539062978555654
2011-11-28,-3.471951937694335
2011-11-29,-1.9418983712933455
2011-11-30,-1.6672741069146624
2011-12-01,-3.3709323298276286
2011-12-02,-3.8734735973118606
2011-12-05,-0.8769679084996014
2011-12-07,-1.2643674852056503
2011-12-08,-3.7706255337675527
2011-12-09,-2.543835756702747
2011-12-12,-3.866053551088042
2011-12-13,-1.8824679975691652
2011-12-14,-1.8453724640327407
2011-12-15,-1.4391642015118344
2011-12-16,-3.978481765425301
2011-12-19,-1.7099754933890825
2011-12-20,-2.817768306734385
2011-12-21,-3.633678329706825
2011-12-22,-2.10716089400881
2011-12-23,-1.2886034867306753
2011-12-27,-1.7289794721302036
2011-12-28,-1.8588641148009561
2011-12-29,-2.1386965523045403
2011-12-30,-1.4628767530726048
2012-01-03,-3.535068129324011
2012-01-04,-1.037154100107715
2012-01-05,-0.6446407616928276
2012-01-06,-1.27129884564316
2012-01-09,-1.0219293707196007
2012-01-10,-3.4124487607658893
2012-01-11,-0.753313897519916
2012-01-12,-1.4346549225631633
2012-01-13,-1.5428431473611122
2012-01-16,-0.8385285936172555
2012-01-17,-2.8861968046589013
2012-01-18,-0.8705737208155055
2012-01-19,-1.83172964137389
2012-01-20,-1.3487139675129476
2012-01-23,-0.5617519081668493
2012-01-24,-2.7014709204318907
2012-01-25,-1.203180991203415
2012-01-27,-1.6120974970521924
2012-01-30,-3.4011965144772605
2012-01-31,-3.380975347887398
2012-02-01,-1.6509468140259216
2012-02-02,-1.4198070905149427
2012-02-03,-1.9803908602244014
2012-02-06,-1.4189010673254256
2012-02-07,-1.459303496142375
2012-02-08,-1.4363584942572158
2012-02-09,-1.754566428107079
2012-02-10,-1.5032085168982687
2012-02-13,-0.9195914132234791
2012-02-14,-1.1042598721611465
2012-02-15,-3.1404629458560342
2012-02-16,-0.7548575359399645
2012-02-17,-1.495413728573111
2012-02-21,-1.4789798447596099
2012-02-22,-3.2555993901325664
2012-02-23,-1.2236361030520686
2012-02-24,-2.1783487956652783
2012-02-27,-4.134820583514552
2012-02-28,-2.8184558075950763
2012-02-29,-1.2419054356425914
2012-03-01,-1.7099129792190964
2012-03-02,-1.2124153955996184
2012-03-05,-2.4327242458387857
2012-03-06,-2.838916390294008
2012-03-07,-0.8280440730485176
2012-03-09,-2.9434597405973393
2012-03-12,-1.4783304696273654
2012-03-13,-1.9775569379313203
2012-03-14,-1.357427125652457
2012-03-15,-2.653245938015002
2012-03-16,-2.5944336407257858
2012-03-19,-2.267055135152992
2012-03-20,-1.080491890586796
2012-03-21,-2.979450622901669
2012-03-22,-4.161627128789248
2012-03-23,-1.9830136265934617
2012-03-26,-2.960074712030725
2012-03-27,-2.19766647236876
2012-03-28,-1.7482243088930205
2012-03-29,-1.0041570005736264
2012-03-30,-3.479954036594318
2012-04-02,-1.0683977436740237
2012-04-03,-1.2859039995270443
2012-04-04,-1.1733199374007823
2012-04-09,-2.4787263207991326
2012-04-10,-0.7382502610361059
2012-04-11,-1.1370124967312785
2012-04-12,-1.5810385032071261
2012-04-13,-2.630887033421967
2012-04-16,-0.9905572064766137
2012-04-17,-2.239384107294642
2012-04-18,-0.7911931126297248
2012-04-19,-1.2618678257148859
2012-04-20,-1.7771871191360151
2012-04-23,-3.064003168720015
2012-04-24,-1.077741919600976
2012-04-25,-1.2445339645229083
2012-04-26,-0.7585271812358397
2012-04-27,-0.7938007410011174
2012-04-30,-1.887645206701595
2012-05-02,-0.8106793429051555
2012-05-03,-1.5378290451564538
2012-05-04,-3.212835886907718
2012-05-07,-1.9376824628768254
2012-05-08,-3.799150666124833
2012-05-09,-1.247766944823424
2012-05-10,-1.1635714902943706
2012-05-11,-1.605646161040736
2012-05-14,-1.381349783041907
2012-05-15,-1.722094266426276
2012-05-16,-2.44451955071785
2012-05-17,-1.0962485669848028
2012-05-18,-1.7241683632564302
2012-05-22,-1.8267490368737855
2012-05-23,-1.1837910650202754
2012-05-24,-3.0106118917376485
2012-05-25,-0.615469639896329
2012-05-28,-2.1760565053287193
2012-05-29,-0.6095125337243871
2012-05-30,-1.36460574938388
2012-05-31,-1.0230316865847968
2012-06-01,-2.839682233328735
2012-06-04,-1.1226077028353496
2012-06-05,-0.9799150036677888
2012-06-06,-3.722971722518532
2012-06-07,-1.7596304471760682
2012-06-08,-1.3552989512326439
2012-06-11,-1.2112934290007578
2012-06-12,-2.4808009969491716
2012-06-13,-0.7198680678927423
2012-06-14,-2.3058947481215606
2012-06-15,-2.651072337865625
2012-06-18,-3.0511202524589556
2012-06-19,-1.5932173959828753
2012-06-20,-0.8840168385373542
2012-06-21,-1.77239096637328
2012-06-22,-1.1387682084806654
2012-06-25,-1.6026463441672663
2012-06-26,-0.6441848591508162
2012-06-27,-0.8885105774327755
2012-06-28,-0.6192035845650564
2012-06-29,-3.441417802943277
2012-07-02,-0.5077936337146595
2012-07-03,-0.7946137586233821
2012-07-04,-0.8450174197879987
2012-07-05,-1.0532991227842115
2012-07-06,-0.7154008840758184
2012-07-09,-1.3866693144952196
2012-07-10,-2.1496793440666853
2012-07-11,-1.2730746361140808
2012-07-12,-1.9955363905140477
2012-07-13,-0.7661986994781864
2012-07-16,-1.2767449202373113
2012-07-17,-0.7354251065371225
2012-07-18,-1.1210179366071455
2012-07-19,-0.9324154264440809
2012-07-20,-1.304554301428876
2012-07-23,-2.46990483612936
2012-07-24,-0.7458373345079407
2012-07-25,-0.9587002220053373
2012-07-26,-2.4067615724632474
2012-07-27,-2.0287241943278094
2012-07-30,-2.9434602334219555
2012-07-31,-1.4594062584057153
2012-08-01,-0.6990561463341759
2012-08-02,-0.6689684372153882
2012-08-03,-0.8959840089074134
2012-08-06,-1.837228354021534
2012-08-07,-1.8480649979142765
2012-08-08,-0.5880440962467534
2012-08-09,-0.9470347633541379
2012-08-10,-0.5278139283960497
2012-08-13,-1.0952025172767232
2012-08-14,-1.3104772556516044
2012-08-16,-0.808227141998469
2012-08-17,-0.7231647375291171
2012-08-21,-1.7400879939586176
2012-08-22,-0.654945335781244
2012-08-23,-0.6728035344464275
2012-08-24,-0.9856091599359782
2012-08-27,-1.3415314758614547
2012-08-29,-1.9621214906839028
2012-08-30,-1.4639757657301917
2012-08-31,-1.8705683676825853
2012-09-03,-0.7163830495684115
2012-09-04,-0.9724004511730202
2012-09-05,-1.5401579980854745
2012-09-06,-0.8028693596184548
2012-09-07,-2.6337070872894386
2012-09-10,-0.8248896147427277
2012-09-11,-1.213366119914624
2012-09-12,-1.3379504619277078
2012-09-13,-0.4722436077862848
2012-09-14,-3.1030425057636895
2012-09-17,-1.3268253586062115
2012-09-18,-0.6387127642769402
2012-09-20,-1.4315455653915345
2012-09-21,-3.755642414673224
2012-09-24,-0.9569410779554486
2012-09-25,-0.6499584698629307
2012-09-26,-0.6431852455523499
2012-09-27,-0.865212575478935
2012-09-28,-1.60927909737111
2012-10-01,-0.6946930120081928
2012-10-03,-0.6248195009551781
2012-10-04,-1.667327794028616
2012-10-05,-2.581460910920725
2012-10-08,-2.175875651871439
2012-10-09,-1.1174038100485808
2012-10-10,-1.4829124803234985
2012-10-11,-1.9005482203274864
2012-10-12,-1.2958415254868654
2012-10-15,-0.722264816979885
2012-10-16,-1.536381842581987
2012-10-17,-0.8056574194116236
2012-10-18,-1.8491680301073827
2012-10-19,-1.2328853048349748
2012-10-22,-1.2946863987611934
2012-10-23,-0.9712284530351514
2012-10-25,-0.6981592003624999
2012-10-29,-1.3455123955133506
2012-10-30,-2.2548341521371444
2012-10-31,-0.9253732175905293
2012-11-01,-1.0387145186853972
2012-11-02,-1.409404640991888
2012-11-05,-0.5307153820120095
2012-11-06,-0.8472988738420267
2012-11-07,-1.3560279246214602
2012-11-08,-0.9679152561813082
2012-11-09,-1.7397493423236436
2012-11-12,-0.6378718417379567
2012-11-15,-1.558233495168726
2012-11-16,-1.982974132972356
2012-11-19,-0.5730097034690624
2012-11-20,-0.6967391661848431
2012-11-21,-1.4795805769897776
2012-11-22,-0.703923803722861
2012-11-23,-0.5459214157645482
2012-11-26,-0.5585518397595421
2012-11-27,-2.5141588749524693
2012-11-29,-2.7487847231796945
2012-11-30,-1.622175439182933
2012-12-03,-0.6764831885941471
2012-12-04,-0.7847217166629701
2012-12-05,-0.5824401519089586
2012-12-06,-1.5039201714450101
2012-12-07,-1.063637290228568
2012-12-10,-0.44308164614515355
2012-12-11,-1.1060793040820436
2012-12-12,-0.7525465747578415
2012-12-13,-1.3459881076560725
2012-12-14,-1.0506924662183843
2012-12-17,-0.8483704827025936
2012-12-18,-1.5144216841034301
2012-12-19,-0.9919966439651782
2012-12-20,-0.8371234088568865
2012-12-21,-1.7839224639280862
2012-12-24,-0.5324874960235975
2012-12-26,-1.5300373561256861
2012-12-27,-1.3261644302965712
2012-12-28,-1.1554641125785001
2012-12-31,-0.401060564242806
2013-01-02,-1.9724964609494677
2013-01-03,-0.6937240841450126
2013-01-04,-0.5847310345307012
2013-01-07,-1.1552742961210705
2013-01-08,-0.731826451282233
2013-01-09,-1.1776274464897165
2013-01-10,-0.6560277294372884
2013-01-11,-1.0709833012817866
2013-01-14,-2.0491075143121376
2013-01-15,-1.1237423896681857
2013-01-16,-1.6272292483105733
2013-01-17,-1.3281782714322408
2013-01-18,-0.884162737000815
2013-01-21,0.6646591724146081
2013-01-22,0.43249019827099194
2013-01-23,0.5245277394821881
2013-01-24,0.47350357876025123
2013-01-25,0.40201176060591315
2013-01-28,0.6726708961497703
2013-01-29,0.3814116812792
2013-01-30,0.6707693211939065
2013-01-31,0.6485039688102845
2013-02-01,0.3750140842641138
2013-02-04,0.45924726733482674
2013-02-05,0.7038441822902942
2013-02-06,0.605764351429282
2013-02-07,0.5073842056807041
2013-02-08,0.37346408698060474
2013-02-11,0.5350247701976597
2013-02-12,0.5729463006296142
2013-02-13,0.5342971110510913
2013-02-14,0.46395678400190604
2013-02-15,0.5283076489171747
2013-02-18,0.6244402301831041
2013-02-19,0.38526126367979424
2013-02-20,0.6289541253265332
2013-02-21,0.30749333277056223
2013-02-22,0.5977379999766623
2013-02-25,0.470660163653699
2013-02-26,0.19397090581360743
2013-02-27,0.36583419314459364
2013-02-28,-0.4560045699077738
2013-03-01,0.4271163698068229
2013-03-04,0.5037934040719216
2013-03-05,0.36558695895213633
2013-03-06,0.6315147424193669
2013-03-07,0.3022062378037823
2013-03-08,0.3693584626454541
2013-03-11,0.5699060399144964
2013-03-12,0.43462137278297097
2013-03-13,0.4820179903796704
2013-03-14,-0.07691444082739478
2013-03-15,0.24648766314815287
2013-03-18,0.5923527267608006
2013-03-19,-0.17153526219564239
2013-03-20,0.40940239523178495
2013-03-21,0.03787607920861174
2013-03-22,0.42049303823719997
2013-03-25,0.1462388880672308
2013-03-26,0.5330436892217002
2013-03-28,0.21583435441189752
2013-04-01,0.5113058968895401
2013-04-02,0.3476473075990913
2013-04-03,0.13813174270476838
2013-04-04,0.2593702599787829
2013-04-05,0.5386883646188668
2013-04-08,0.6007786357426281
2013-04-09,-0.05364257224106106
2013-04-10,0.13950621834377083
2013-04-11,0.3473487086537661
2013-04-12,0.47267285765960726
2013-04-15,0.14286260121178013
2013-04-16,-0.22497604391938675
2013-04-17,0.39311956994005626
2013-04-18,0.02572122266350348
2013-04-22,0.46556678088839476
2013-04-23,0.4771421390126185
2013-04-25,0.3667768162197445
2013-04-26,0.5259770578886191
2013-04-29,0.496813470846984
2013-04-30,0.1834152987087065
2013-05-02,0.09353502839304792
2013-05-03,0.35801981826431234
2013-05-06,0.5108823940428467
2013-05-07,0.38832735152985925
2013-05-08,0.44963451801930904
2013-05-09,0.5446129792023515
2013-05-10,0.4363792261490121
2013-05-13,-0.10940439434214663
2013-05-14,0.4571293381661298
2013-05-15,-0.1010286107903505
2013-05-16,0.4690108839397089
2013-05-17,0.5009492851142022
2013-05-20,0.2773688059095746
2013-05-21,0.31732883415099733
2013-05-22,0.3504271481197762
2013-05-23,-0.02700093994708738
2013-05-24,0.3074838018704527
2013-05-27,-0.027092318718116053
2013-05-28,0.362527707531731
2013-05-29,0.4736478283711893
2013-05-30,0.45427871493977484
2013-05-31,-0.07141246110006282
2013-06-03,0.17245937996787947
2013-06-04,0.3388071932521922
2013-06-05,0.4834156659762363
