DATE,Market_Liquidity_Index,NIFTY50_Liquidity_Index_Raw,NIFTY50_Liquidity_Index_30D,NIFTY50_Index
2011-06-30,-0.9937161371907958,-2.056176441623295,-2.170507338687746,-1.4869452001057453
2011-07-01,-1.2387320024270552,-1.820783941304646,-2.2006224689577505,-1.3167186857831819
2011-07-04,-1.3214240911830295,-1.3684617430497987,-2.1531520451318262,-0.9896172230967686
2011-07-05,-1.0934791204445786,-1.248356579826555,-2.0639387465457637,-0.9027619356090238
2011-07-06,-1.1829811507585482,-0.9059265862972226,-2.057465882500445,-0.6551301541415234
2011-07-07,-0.916774955736336,-4.108692597192589,-2.120821283907857,-2.9712434266012324
2011-07-08,-1.1655384866944882,-3.0017198463089176,-2.1286705515544813,-2.170724665052321
2011-07-11,-1.4847402985456022,-1.9754421811686464,-2.1009928329902348,-1.4285613870063438
2011-07-12,-1.4026375443684216,-3.5559350679632704,-2.1897869623170374,-2.571511118482303
2011-07-13,-1.4242532530282164,-2.4579367003671977,-2.1412591982386386,-1.7774822747649903
2011-07-15,-1.434128089461789,-1.1144310281492698,-2.1158567625621183,-0.8059122916743634
2011-07-18,-1.3638080725167383,-1.1222239492315427,-2.0790042368134247,-0.8115478229271874
2011-07-19,-1.1367760797011883,-2.2614905325755217,-2.1092951110572247,-1.6354202024817421
2011-07-20,-1.2185832564932544,-2.476176460464125,-2.139163195549301,-1.7906725453945842
2011-07-21,-1.3095277164288994,-1.4365648893600085,-2.1371665692793456,-1.0388667157318068
2011-07-22,-1.1476184150041446,-3.556583414211704,-2.2282948573628802,-2.5719799767585676
2011-07-25,-1.1661169813105277,-2.3695538748025315,-2.2435549008589035,-1.7135673229229145
2011-07-26,-1.1818375099751242,-4.582795934008473,-2.3632909357473464,-3.314096144277516
2011-07-27,-1.076751998151689,-1.7651049742462797,-2.3845327738872393,-1.2764538665107064
2011-07-28,-0.9671927791095192,-2.2428953009917976,-2.380450927318473,-1.6219728689803212
2011-07-29,-1.0906744562546469,-1.1385771221238086,-2.3421409153385255,-0.8233737885624406
2011-08-01,-1.3976824833834014,-1.9188550817173275,-2.345232330551445,-1.3876398424278944
2011-08-02,-1.4853829945704504,-2.583640003606014,-2.2524726870433454,-1.8683859149413322
2011-08-03,-1.3670647917698595,-2.154724092916453,-2.2737930658601093,-1.5582109505081623
2011-08-04,-1.295769306752341,-3.5325618926939235,-2.3625807009053577,-2.5546085657273716
2011-08-05,-1.3190444173786096,-4.938882353196652,-2.4497180912961567,-3.5716037108055585
2011-08-08,-1.458896512144396,-4.675777273205658,-2.4347932005503035,-3.381336558679651
2011-08-09,-1.3574971768738364,-3.8430064041705014,-2.4612238600548797,-2.779109715966618
